Keyword,Code URL,Repository,File Path
AI Fairness,https://github.com/kamranahmedse/developer-roadmap/blob/c6c91ef8fee6f39e2d5817c40d7463baa9e3627e/src/data/roadmaps/prompt-engineering/content/105-reliability/100-debiasing.md,kamranahmedse/developer-roadmap,src/data/roadmaps/prompt-engineering/content/105-reliability/100-debiasing.md
AI Fairness,https://github.com/microsoft/ML-For-Beginners/blob/66f57d692489c12169a1e430e692b666c436de02/translations/README.it.md,microsoft/ML-For-Beginners,translations/README.it.md
AI Fairness,https://github.com/google-research/google-research/blob/d4806d2af200f9f5fe26727f4a5cfb1f685b43d1/postproc_fairness/main.py,google-research/google-research,postproc_fairness/main.py
AI Fairness,https://github.com/torvalds/linux/blob/89cdf9d556016a54ff6ddd62324aa5ec790c05cc/mm/vmscan.c,torvalds/linux,mm/vmscan.c
AI Fairness,https://github.com/getify/You-Dont-Know-JS/blob/85b2e6c5fa03b95d044015d6e44b72b8beb6a53b/objects-classes/ch4.md,getify/You-Dont-Know-JS,objects-classes/ch4.md
AI Fairness,https://github.com/neovim/neovim/blob/cd63a9addd6e1114c3524fa041ece560550cfe7b/runtime/syntax/ora.vim,neovim/neovim,runtime/syntax/ora.vim
AI Fairness,https://github.com/bitcoinbook/bitcoinbook/blob/6c472dd00b649b18b6ca6bbcc8ba23775619ce08/ch01.asciidoc,bitcoinbook/bitcoinbook,ch01.asciidoc
AI Fairness,https://github.com/kubernetes/kubernetes/blob/8a9b209cb11943f4d53a0d840b55cf92ebfbe004/CHANGELOG/CHANGELOG-1.29.md,kubernetes/kubernetes,CHANGELOG/CHANGELOG-1.29.md
AI Fairness,https://github.com/tensorflow/tensorflow/blob/eca4c36692a0f04f085ac6c01209e3f0ad915f49/tensorflow/python/BUILD,tensorflow/tensorflow,tensorflow/python/BUILD
fairness metrics,https://github.com/h2oai/h2o-3/blob/96293940921872354e54dd4108bcd8fac5c07494/h2o-py/h2o/model/extensions/fairness.py,h2oai/h2o-3,h2o-py/h2o/model/extensions/fairness.py
fairness metrics,https://github.com/MicrosoftDocs/azure-docs/blob/9528517bda06092ca2d61a3eebfb6b49c8456dff/articles/machine-learning/concept-fairness-ml.md,MicrosoftDocs/azure-docs,articles/machine-learning/concept-fairness-ml.md
fairness metrics,https://github.com/tensorflow/tensorboard/blob/98a83803ee79ab3b67193507b530ea9467fe4419/docs/fairness-indicators.md,tensorflow/tensorboard,docs/fairness-indicators.md
fairness metrics,https://github.com/Azure/MachineLearningNotebooks/blob/e7dd826f34c1298389eca731f38bdc777af1dae5/contrib/fairness/upload-fairness-dashboard.ipynb,Azure/MachineLearningNotebooks,contrib/fairness/upload-fairness-dashboard.ipynb
fairness metrics,https://github.com/google-research/google-research/blob/d4806d2af200f9f5fe26727f4a5cfb1f685b43d1/postproc_fairness/utils/log_utils.py,google-research/google-research,postproc_fairness/utils/log_utils.py
fairness metrics,https://github.com/cockroachdb/cockroach/blob/e8946d296808ba11481f12b3d76466e926a0b327/pkg/kv/kvserver/rangefeed/budget.go,cockroachdb/cockroach,pkg/kv/kvserver/rangefeed/budget.go
fairness metrics,https://github.com/kubernetes/kubernetes/blob/8a9b209cb11943f4d53a0d840b55cf92ebfbe004/staging/src/k8s.io/apiserver/pkg/util/flowcontrol/metrics/metrics.go,kubernetes/kubernetes,staging/src/k8s.io/apiserver/pkg/util/flowcontrol/metrics/metrics.go
fairness metrics,https://github.com/2lambda123/google-research/blob/23552bdfac7af0877d52991b2b2e790c7ee1c0a5/group_agnostic_fairness/fairness_metrics.py,2lambda123/google-research,group_agnostic_fairness/fairness_metrics.py
fairness metrics,https://github.com/ml-tooling/best-of-ml-python/blob/75804011107f473be846f4a337d87c7bbb48981a/history/2023-02-02_changes.md,ml-tooling/best-of-ml-python,history/2023-02-02_changes.md
fairness metrics,https://github.com/shap/shap/blob/442e940c230cb05ffe8707c8b34dcbf1528d05e4/shap/plots/_group_difference.py,shap/shap,shap/plots/_group_difference.py
bias mitigation,https://github.com/langchain-ai/langchain/blob/cf271784fade8dc19879cbdfa172df84e65d1e7c/docs/docs/guides/safety/logical_fallacy_chain.mdx,langchain-ai/langchain,docs/docs/guides/safety/logical_fallacy_chain.mdx
bias mitigation,https://github.com/The-Art-of-Hacking/h4cker/blob/8e0097a56b0108102efcd6cb0091bd77023f81d3/ai_research/AI%20Security%20Best%20Practices/secure-design.md,The-Art-of-Hacking/h4cker,ai_research/AI Security Best Practices/secure-design.md
bias mitigation,https://github.com/Trusted-AI/AIF360/blob/2572fcbfd0267c80cacdec7babf0c32c9c75ba5f/README.md,Trusted-AI/AIF360,README.md
bias mitigation,https://github.com/Azure/MachineLearningNotebooks/blob/e7dd826f34c1298389eca731f38bdc777af1dae5/contrib/fairness/fairlearn-azureml-mitigation.ipynb,Azure/MachineLearningNotebooks,contrib/fairness/fairlearn-azureml-mitigation.ipynb
bias mitigation,https://github.com/facebookresearch/fairseq/blob/da8fb630880d529ab47e53381c30ddc8ad235216/examples/mms/MODEL_CARD.md,facebookresearch/fairseq,examples/mms/MODEL_CARD.md
bias mitigation,https://github.com/hyperconnect/corge/blob/741d06283cc8bf89264f523118b7903a6f9e14cb/parlai/tasks/light_genderation_bias/agents.py,hyperconnect/corge,parlai/tasks/light_genderation_bias/agents.py
bias mitigation,https://github.com/MLNLP-World/Top-AI-Conferences-Paper-with-Code/blob/1d03a4fec72344192836f8f6d8c16310fd855b35/ACL/2022/ACL2022.md,MLNLP-World/Top-AI-Conferences-Paper-with-Code,ACL/2022/ACL2022.md
bias mitigation,https://github.com/torvalds/linux/blob/89cdf9d556016a54ff6ddd62324aa5ec790c05cc/arch/x86/include/asm/msr-index.h,torvalds/linux,arch/x86/include/asm/msr-index.h
bias mitigation,https://github.com/DWCTOD/CVPR2023-Papers-with-Code-Demo/blob/2a373414612835291cef5527196048b508cf1898/CVPR2022.md,DWCTOD/CVPR2023-Papers-with-Code-Demo,CVPR2022.md
bias mitigation,https://github.com/ashawkey/stable-dreamfusion/blob/5550b91862a3af7842bb04875b7f1211e5095a63/scripts/run_if2_perpneg.sh,ashawkey/stable-dreamfusion,scripts/run_if2_perpneg.sh
model fairness,https://github.com/h2oai/h2o-3/blob/96293940921872354e54dd4108bcd8fac5c07494/h2o-py/h2o/model/extensions/fairness.py,h2oai/h2o-3,h2o-py/h2o/model/extensions/fairness.py
model fairness,https://github.com/facebookresearch/fairseq/blob/da8fb630880d529ab47e53381c30ddc8ad235216/examples/xglm/model_card.md,facebookresearch/fairseq,examples/xglm/model_card.md
model fairness,https://github.com/google-research/google-research/blob/d4806d2af200f9f5fe26727f4a5cfb1f685b43d1/postproc_fairness/models_lib.py,google-research/google-research,postproc_fairness/models_lib.py
model fairness,https://github.com/microsoft/ML-For-Beginners/blob/66f57d692489c12169a1e430e692b666c436de02/1-Introduction/3-fairness/README.md,microsoft/ML-For-Beginners,1-Introduction/3-fairness/README.md
model fairness,https://github.com/MicrosoftDocs/azure-docs/blob/9528517bda06092ca2d61a3eebfb6b49c8456dff/articles/machine-learning/concept-responsible-ai.md,MicrosoftDocs/azure-docs,articles/machine-learning/concept-responsible-ai.md
model fairness,https://github.com/aws/amazon-sagemaker-examples/blob/720198bc25bc68b25a77c3c5a1e7f55ee1bd8e5a/sagemaker_model_monitor/index.rst,aws/amazon-sagemaker-examples,sagemaker_model_monitor/index.rst
model fairness,https://github.com/danielsc/openai/blob/1f762cb6e41b3ea351c80fdd20761e8d5c771c00/data/amldocs/raw/concept-fairness-ml.md,danielsc/openai,data/amldocs/raw/concept-fairness-ml.md
model fairness,https://github.com/Azure/MachineLearningNotebooks/blob/e7dd826f34c1298389eca731f38bdc777af1dae5/contrib/fairness/fairlearn-azureml-mitigation.ipynb,Azure/MachineLearningNotebooks,contrib/fairness/fairlearn-azureml-mitigation.ipynb
model fairness,https://github.com/dair-ai/Prompt-Engineering-Guide/blob/f1ef64a0674d4d848e3650c84cc29be4643489c9/pages/models/chatgpt.tr.mdx,dair-ai/Prompt-Engineering-Guide,pages/models/chatgpt.tr.mdx
model fairness,https://github.com/kamranahmedse/developer-roadmap/blob/c6c91ef8fee6f39e2d5817c40d7463baa9e3627e/src/data/roadmaps/prompt-engineering/content/105-reliability/100-debiasing.md,kamranahmedse/developer-roadmap,src/data/roadmaps/prompt-engineering/content/105-reliability/100-debiasing.md
model bias,https://github.com/wxarm/tinyML/blob/577211860337b3f2093b769e7afbe3e6ef3e9ade/tensorflow/tensorflow/lite/toco/model.h,wxarm/tinyML,tensorflow/tensorflow/lite/toco/model.h
model bias,https://github.com/EbookFoundation/free-programming-books/blob/0cd36b58b8127c491e3d6f1fd0a750841c04a483/docs/CONTRIBUTING-id.md,EbookFoundation/free-programming-books,docs/CONTRIBUTING-id.md
model bias,https://github.com/tensorflow/tensorflow/blob/eca4c36692a0f04f085ac6c01209e3f0ad915f49/tensorflow/core/kernels/BUILD,tensorflow/tensorflow,tensorflow/core/kernels/BUILD
model bias,https://github.com/dragonfly-science/tensorflow/blob/de94782a62c1611604b829b4ced35959526a98d7/tensorflow/stream_executor/dnn.h,dragonfly-science/tensorflow,tensorflow/stream_executor/dnn.h
model bias,https://github.com/josephmisiti/awesome-machine-learning/blob/b853ff4a573f25a6aa146d638fcc480112a656e1/README.md,josephmisiti/awesome-machine-learning,README.md
model bias,https://github.com/MothCreations/gavlanWheels/blob/01d8a43b45a26afec27b971f686f79c108fe08f9/tensorflow/lite/toco/model.h,MothCreations/gavlanWheels,tensorflow/lite/toco/model.h
model bias,https://github.com/jakajacky/TensorFlowLite_Demo/blob/0f4a86dfb5c5d2dca76ae483fb65378a59060dc0/tensorflow-master/tensorflow/contrib/lite/model.cc,jakajacky/TensorFlowLite_Demo,tensorflow-master/tensorflow/contrib/lite/model.cc
model bias,https://github.com/baidu-research/tensorflow-allreduce/blob/66d5b855e90b0949e9fa5cca5599fd729a70e874/tensorflow/docs_src/tutorials/word2vec.md,baidu-research/tensorflow-allreduce,tensorflow/docs_src/tutorials/word2vec.md
model bias,https://github.com/nesl/RSTensorFlow/blob/cc8b0f7fa972b8b73f0178bcfdb94106ba894187/tensorflow/docs_src/tutorials/wide.md,nesl/RSTensorFlow,tensorflow/docs_src/tutorials/wide.md
model bias,https://github.com/PXLVision/tensorflow/blob/a384c1927e849b5b9b9642fdbfa946f3f3e2dd3c/tensorflow/stream_executor/dnn.h,PXLVision/tensorflow,tensorflow/stream_executor/dnn.h
fairness evaluation,https://github.com/dssg/aequitas/blob/a0012dfcaef0b5d33452451dca955a99f7e7cccf/src/aequitas/fairness.py,dssg/aequitas,src/aequitas/fairness.py
fairness evaluation,https://github.com/tensorflow/tensorboard/blob/98a83803ee79ab3b67193507b530ea9467fe4419/docs/fairness-indicators.md,tensorflow/tensorboard,docs/fairness-indicators.md
fairness evaluation,https://github.com/tensorflow/tfx/blob/d8b5e31f34b4b90684584b9d1b78e3a4f3ae5261/docs/guide/fairness_indicators.md,tensorflow/tfx,docs/guide/fairness_indicators.md
fairness evaluation,https://github.com/facebookresearch/vissl/blob/94def58538d3c7037f5e093196494331eea1a2a2/projects/fairness_indicators/README.md,facebookresearch/vissl,projects/fairness_indicators/README.md
fairness evaluation,https://github.com/HazyResearch/data-centric-ai/blob/ec616a5ff8083b628d433dcb0b0273ca53331a40/evaluation.md,HazyResearch/data-centric-ai,evaluation.md
fairness evaluation,https://github.com/ml-tooling/best-of-ml-python/blob/75804011107f473be846f4a337d87c7bbb48981a/history/2021-01-13_changes.md,ml-tooling/best-of-ml-python,history/2021-01-13_changes.md
fairness evaluation,https://github.com/openai/openai-cookbook/blob/ac4cb3b1630c226ea37b813239a8a8f27f7d8d91/examples/evaluation/How_to_eval_abstractive_summarization.ipynb,openai/openai-cookbook,examples/evaluation/How_to_eval_abstractive_summarization.ipynb
fairness evaluation,https://github.com/MicrosoftDocs/azure-docs/blob/9528517bda06092ca2d61a3eebfb6b49c8456dff/articles/machine-learning/how-to-responsible-ai-insights-sdk-cli.md,MicrosoftDocs/azure-docs,articles/machine-learning/how-to-responsible-ai-insights-sdk-cli.md
fairness evaluation,https://github.com/PAIR-code/lit/blob/1866bc3b9a796c8f71dabd2daad32cae8a3a3329/lit_nlp/examples/coref/coref_demo.py,PAIR-code/lit,lit_nlp/examples/coref/coref_demo.py
fairness evaluation,https://github.com/google-research/google-research/blob/d4806d2af200f9f5fe26727f4a5cfb1f685b43d1/postproc_fairness/main.py,google-research/google-research,postproc_fairness/main.py
biased dataset,https://github.com/microsoft/LightGBM/blob/501e6e62fe0d505edb2578e8826e3da85a775aa8/python-package/lightgbm/basic.py,microsoft/LightGBM,python-package/lightgbm/basic.py
biased dataset,https://github.com/google-research/google-research/blob/d4806d2af200f9f5fe26727f4a5cfb1f685b43d1/COSTAR/src/data/cancer_sim/dataset.py,google-research/google-research,COSTAR/src/data/cancer_sim/dataset.py
biased dataset,https://github.com/jiqizhixin/Artificial-Intelligence-Terminology-Database/blob/d4ec80fd9cbca95e77da47c91aaba8c9b6797620/data/B.md,jiqizhixin/Artificial-Intelligence-Terminology-Database,data/B.md
biased dataset,https://github.com/scikit-learn/scikit-learn/blob/e5178c53e6c81fa98d974cddbf1d79788a9885bd/sklearn/datasets/descr/twenty_newsgroups.rst,scikit-learn/scikit-learn,sklearn/datasets/descr/twenty_newsgroups.rst
biased dataset,https://github.com/MicrosoftDocs/azure-docs/blob/9528517bda06092ca2d61a3eebfb6b49c8456dff/articles/machine-learning/concept-sourcing-human-data.md,MicrosoftDocs/azure-docs,articles/machine-learning/concept-sourcing-human-data.md
biased dataset,https://github.com/keras-team/keras/blob/c4b95d2da96a4d7d628d284e5221f2a99900aade/examples/keras_io/vision/learnable_resizer.py,keras-team/keras,examples/keras_io/vision/learnable_resizer.py
biased dataset,https://github.com/google/guava/blob/ed21dbb15ae0350fa9097b2959a71501a90d2dbe/guava/src/com/google/common/math/Stats.java,google/guava,guava/src/com/google/common/math/Stats.java
biased dataset,https://github.com/openai/gpt-2/blob/a74da5d99abaaba920de8131d64da2862a8f213b/README.md,openai/gpt-2,README.md
biased dataset,https://github.com/facebookresearch/llama/blob/dccf644213a2771a81fc4a754eed9623ea7f8444/MODEL_CARD.md,facebookresearch/llama,MODEL_CARD.md
biased dataset,https://github.com/rasbt/python-machine-learning-book/blob/17e037bec5c6beb509d0e77d63ea537ef3a0a281/docs/references.md,rasbt/python-machine-learning-book,docs/references.md
fairness algorithm,https://github.com/alibaba/weex/blob/e4b076a1b1541006d3773af76420fbc443fe6c1e/weex_core/Source/include/wtf/LockAlgorithm.h,alibaba/weex,weex_core/Source/include/wtf/LockAlgorithm.h
fairness algorithm,https://github.com/2lambda123/google-research/blob/23552bdfac7af0877d52991b2b2e790c7ee1c0a5/fair_submodular_matroid/algorithm.h,2lambda123/google-research,fair_submodular_matroid/algorithm.h
fairness algorithm,https://github.com/google-research/google-research/blob/d4806d2af200f9f5fe26727f4a5cfb1f685b43d1/fair_submodular_matroid/fairness_constraint.cc,google-research/google-research,fair_submodular_matroid/fairness_constraint.cc
fairness algorithm,https://github.com/apache/mesos/blob/8856d6fba11281df898fd65b0cafa1e20eb90fe8/docs/allocation-module.md,apache/mesos,docs/allocation-module.md
fairness algorithm,https://github.com/freebsd/freebsd-src/blob/f0fa40867d1d556ee0400ca6e1483b9ae1a068e2/sys/dev/bxe/ecore_init.h,freebsd/freebsd-src,sys/dev/bxe/ecore_init.h
fairness algorithm,https://github.com/torvalds/linux/blob/89cdf9d556016a54ff6ddd62324aa5ec790c05cc/net/sched/sch_sfq.c,torvalds/linux,net/sched/sch_sfq.c
fairness algorithm,https://github.com/microsoft/Data-Science-For-Beginners/blob/a51de08fdba5091c4538d08d7d69f5987c464b03/1-Introduction/02-ethics/README.md,microsoft/Data-Science-For-Beginners,1-Introduction/02-ethics/README.md
