Keyword,Title,URL
AI bias,Add political bias labels migration,https://github.com/responsible-ai-collaborative/aiid/pull/2382
AI bias,Add Weights and Biases Tracing,https://github.com/KillianLucas/open-interpreter/pull/390
AI bias,fix redis/base.py result.content to result.prompt,https://github.com/langchain-ai/langchain/pull/12909
AI bias,feat: new library Mayuresh Jadhav,https://github.com/excalidraw/excalidraw-libraries/pull/1042
AI bias,add quantization to adapter and adapter v2 finetune,https://github.com/Lightning-AI/lit-gpt/pull/694
AI bias,Build an advanced AI system with evolving intelligence and genetic regeneration for code generation and task automation.,https://github.com/Or4cl3AI/QuantumCogGen/pull/3
AI bias,QuantumCogGen: Evolving AI system for advanced code generation and automated task execution.,https://github.com/Or4cl3AI/QuantumCogGen/pull/4
AI bias,feat: Add Weight & Biases logging and reporting,https://github.com/EleutherAI/lm-evaluation-harness/pull/359
AI bias,Bump super-gradients from 3.1.1 to 3.3.1,https://github.com/danielfosterai/Yolo-Tracking/pull/3
AI bias,Sourcery refactored main branch,https://github.com/CloudDevStudios/fast-stable-diffusion/pull/1
AI Fairness,add applied fairness analysis with yardstick,https://github.com/tidymodels/tidymodels.org/pull/48
AI Fairness,DecodingTrust Scenarios,https://github.com/stanford-crfm/helm/pull/1827
AI Fairness,Build an advanced AI system with evolving intelligence and genetic regeneration for code generation and task automation.,https://github.com/Or4cl3AI/QuantumCogGen/pull/3
AI Fairness,QuantumCogGen: Evolving AI system for advanced code generation and automated task execution.,https://github.com/Or4cl3AI/QuantumCogGen/pull/4
AI Fairness,Jps demystifying algorithmic fairness,https://github.com/arcus/education_modules/pull/305
AI Fairness,feat: new library Mayuresh Jadhav,https://github.com/excalidraw/excalidraw-libraries/pull/1042
AI Fairness,Add 1 paper and 1 tool for AI Fairness,https://github.com/datamllab/awesome-fairness-in-ai/pull/7
AI Fairness,Download LawSchool dataset directly from SEAPHE,https://github.com/Trusted-AI/AIF360/pull/492
AI Fairness,Add UI test for output label name in counterfactual flyout,https://github.com/microsoft/responsible-ai-toolbox/pull/1358
AI Fairness,Add no-console setting in .eslintrc.custom.eslintrc,https://github.com/microsoft/responsible-ai-toolbox/pull/1250
fairness metrics,add applied fairness analysis with yardstick,https://github.com/tidymodels/tidymodels.org/pull/48
fairness metrics,Fairness Aware Counterfactuals for Subgroups,https://github.com/Trusted-AI/AIF360/pull/457
fairness metrics,Add methods for dealing with fairness in rankings,https://github.com/Trusted-AI/AIF360/pull/461
fairness metrics,DecodingTrust Scenarios,https://github.com/stanford-crfm/helm/pull/1827
fairness metrics,MIDI-104: Datasets comparison,https://github.com/Nospoko/blog/pull/4
fairness metrics,added fairness metrics,https://github.com/aderbique/cse598-ai-ethics/pull/1
fairness metrics,[Chore] Add e2e test case for OTEL Kafka receiver and exporter.,https://github.com/open-telemetry/opentelemetry-operator/pull/2274
fairness metrics,Disable fairness metrics for release,https://github.com/jasp-stats/jaspAudit/pull/396
fairness metrics,[TrustyAI] Happy flow test for TrustyAI setup and Bias Metric check via CLI,https://github.com/red-hat-data-services/ods-ci/pull/1003
fairness metrics,Sampling function and set in fairness_metrics,https://github.com/mas-veritas2/veritastool/pull/36
bias mitigation,Bugfix/bias mitigation,https://github.com/oracle/guardian-ai/pull/8
bias mitigation,Configure Renovate,https://github.com/holistic-ai/holisticai/pull/1
bias mitigation,Use lower shadow normal bias for distant directional shadow splits,https://github.com/godotengine/godot/pull/60178
bias mitigation,Merge development branch into main,https://github.com/rcrupiISP/ISParity/pull/2
bias mitigation,ARTIFICIAL INTELLIGENCE,https://github.com/JaiRajGunnu/AI_PROJECT/pull/1
bias mitigation,Please add the below NeurIPS publication,https://github.com/datamllab/awesome-fairness-in-ai/pull/5
bias mitigation,Fairness Aware Counterfactuals for Subgroups,https://github.com/Trusted-AI/AIF360/pull/457
bias mitigation,top-level/impure.nix: fix overlay directory check,https://github.com/NixOS/nixpkgs/pull/249165
bias mitigation,Bump github.com/aws/aws-sdk-go from 1.42.14 to 1.42.20 in /processor/resourcedetectionprocessor,https://github.com/jefchien/opentelemetry-collector-contrib/pull/488
bias mitigation,Bump github.com/aws/aws-sdk-go from 1.42.14 to 1.42.20 in /receiver/awscontainerinsightreceiver,https://github.com/jefchien/opentelemetry-collector-contrib/pull/484
model fairness,add applied fairness analysis with yardstick,https://github.com/tidymodels/tidymodels.org/pull/48
model fairness,DecodingTrust Scenarios,https://github.com/stanford-crfm/helm/pull/1827
model fairness,Add 'Bias and Fairness in Large Language Models: A Survey',https://github.com/uclanlp/awesome-fairness-papers/pull/14
model fairness,Add 'Bias and Fairness in Large Language Models: A Survey',https://github.com/datamllab/awesome-fairness-in-ai/pull/8
model fairness,Fairness Aware Counterfactuals for Subgroups,https://github.com/Trusted-AI/AIF360/pull/457
model fairness,Update 5.2 of case-studies.html,https://github.com/Vivvns/V_undevelopers/pull/1
model fairness,[ImgBot] Optimize images,https://github.com/HavaleShreyash/microsoft-ml-crl/pull/1
model fairness,Add quarto aliases to each chapter,https://github.com/mlr-org/mlr3book/pull/797
model fairness,[TrustyAI] Happy flow test for TrustyAI setup and Bias Metric check via CLI,https://github.com/red-hat-data-services/ods-ci/pull/1003
model fairness,A lock-free bounded queue,https://github.com/ocaml-multicore/saturn/pull/83
fat-forensics,Background check,https://github.com/fat-forensics/fat-forensics/pull/31
fat-forensics,Python 3.8 bump and FAT Forensics overview update,https://github.com/fat-forensics/resources/pull/5
fat-forensics,sys/vfs: add file-system auto-mount,https://github.com/RIOT-OS/RIOT/pull/17341
fat-forensics,Target and Similarity calculation implementation and refactor,https://github.com/piotromashov/baycon/pull/1
fat-forensics,"Add FAT 32 Forensics (Desjardins) challenge + a small ""looking for interns"" text.",https://github.com/UnitedCTF/UnitedCTF-2021/pull/1
fat-forensics,[RFC] Stage 1 - Linux event model,https://github.com/elastic/ecs/pull/1684
fat-forensics,FAT Forensics reference,https://github.com/EthicalML/awesome-artificial-intelligence-guidelines/pull/6
fat-forensics,Client.get_dataset to always create Futures attached to itself,https://github.com/dask/distributed/pull/3729
fat-forensics,Surrogates,https://github.com/fat-forensics/fat-forensics/pull/29
fat-forensics,[READY][PAID CODE] economy PR,https://github.com/tgstation/tgstation/pull/40312
model bias,Added logit_bias support,https://github.com/jmorganca/ollama/pull/1031
model bias,Bugfix/bias mitigation,https://github.com/oracle/guardian-ai/pull/8
model bias,Attempt to pipe logit_bias to sampler's embedding_bias,https://github.com/vllm-project/vllm/pull/1279
model bias,[`core`] Fix 4bit serialization issues in case keys not present in state dict (e.g. when loading adapter weights through `PEFT`),https://github.com/TimDettmers/bitsandbytes/pull/861
model bias,[wenet] nn context biasing,https://github.com/wenet-e2e/wenet/pull/1982
model bias,Add GQA support to MPT (and GPT) models,https://github.com/NVIDIA/TensorRT-LLM/pull/205
model bias,[Task Submission] Bias-amplified Splits (`bias_amplified_splits`),https://github.com/GenBench/genbench_cbt/pull/23
model bias,cache umt5 bias computation,https://github.com/huggingface/transformers/pull/26150
model bias,zero bias conversion corrected,https://github.com/mosaicml/llm-foundry/pull/624
model bias,fix lost bias when quantize from pre-trained model parameters,https://github.com/THUDM/SwissArmyTransformer/pull/135
fairness evaluation,Added Fairness and Performance Evaluations to Jupyter Notebook,https://github.com/CMU-17313Q/fall23-nodebb-the-powerpuff-girls/pull/54
fairness evaluation,Fairness evaluation,https://github.com/stlbnmaria/project-fairness-interpretability/pull/20
fairness evaluation,DecodingTrust Scenarios,https://github.com/stanford-crfm/helm/pull/1827
fairness evaluation,DOC Changing the dataset from Adult to Diabetes Hospital in Getting Started,https://github.com/fairlearn/fairlearn/pull/1310
fairness evaluation,Add quarto aliases to each chapter,https://github.com/mlr-org/mlr3book/pull/797
fairness evaluation,Update 5.2 of case-studies.html,https://github.com/Vivvns/V_undevelopers/pull/1
fairness evaluation,Adding FlipCount metrics for Counterfactual Fairness Evaluation,https://github.com/tensorflow/fairness-indicators/pull/206
fairness evaluation,Adding FlipRate metrics for Counterfactual Fairness Evaluation,https://github.com/tensorflow/fairness-indicators/pull/208
fairness evaluation,Add equal opportunity fairness analysis to Jupyter Notebook,https://github.com/CMU-313/spring23-nodebb-team-dj-kew/pull/66
fairness evaluation,Convert Friendship to 10-Fairness,https://github.com/NextCenturyCorporation/itm-evaluation-server/pull/20
biased dataset,[Task Submission] Bias-amplified Splits (`bias_amplified_splits`),https://github.com/GenBench/genbench_cbt/pull/23
biased dataset,stratified-add,https://github.com/moeketsims/special_topics/pull/2
biased dataset,Added Search Engines -> PodcastSummaries dataset,https://github.com/awesomedata/awesome-public-datasets/pull/273
biased dataset,Create new table to be used for Mobility Marketplace's new provider map,https://github.com/cal-itp/data-infra/pull/3066
biased dataset,"fix typo (""should contained"")",https://github.com/RolnickLab/OpenForest/pull/1
biased dataset,Adding a model to classify news articles by topic,https://github.com/Evesonr/test_project/pull/1
biased dataset,Miles bbq with weak evidence,https://github.com/raybears/cot-transparency/pull/201
biased dataset,docs: Add alternatives.qmd,https://github.com/ibis-project/ibis/pull/7333
biased dataset,New Centroid-based Classifier,https://github.com/github-linguist/linguist/pull/5103
biased dataset,Smooth-BLEU bug fixed,https://github.com/AlexGidiotis/Bayesian-Summarization/pull/1
fairness algorithm,Different Loss Ablations Algorithms,https://github.com/kimathikaai/DomainBed/pull/16
fairness algorithm,Jps demystifying algorithmic fairness,https://github.com/arcus/education_modules/pull/305
fairness algorithm,Add methods for dealing with fairness in rankings,https://github.com/Trusted-AI/AIF360/pull/461
fairness algorithm,Fairness Aware Counterfactuals for Subgroups,https://github.com/Trusted-AI/AIF360/pull/457
fairness algorithm,Rpc proposal,https://github.com/EIRNf/notnets_shm/pull/1
fairness algorithm,Documentation,https://github.com/Sernior/fairness/pull/64
fairness algorithm,Update 5.2 of case-studies.html,https://github.com/Vivvns/V_undevelopers/pull/1
fairness algorithm,Add quarto aliases to each chapter,https://github.com/mlr-org/mlr3book/pull/797
fairness algorithm,A lock-free bounded queue,https://github.com/ocaml-multicore/saturn/pull/83
fairness algorithm,added demv preprocessing algorithm,https://github.com/Trusted-AI/AIF360/pull/447
fairness toolkit,[ImgBot] Optimize images,https://github.com/bangden07/bangden/pull/1
fairness toolkit,Bump allennlp from 1.2.1 to 2.6.0,https://github.com/hayata-yamamoto/punctuator-pytorch/pull/161
fairness toolkit,[ImgBot] Optimize images,https://github.com/ImBIOS/timlrx.com/pull/1
fairness toolkit,chore(deps): update dependency fluxcd/flux2 to v0.31.2,https://github.com/CasualSuperman/homeops/pull/17
fairness toolkit,chore(deps): update dependency fluxcd/flux2 to v0.33.0 [ci-skip],https://github.com/MxNxPx/flux2-kustomize-helm-example/pull/1
fairness toolkit,Update dependency fluxcd/flux2 to v0.33.0 [ci-skip] (release/2.0.0),https://github.com/MxNxPx/flux2-gitops-repo/pull/9
fairness toolkit,chore(deps): update fluxcd/flux2 to v0.36.0,https://github.com/alexwaibel/home-cluster/pull/225
fairness toolkit,chore(deps): update all non-major dependencies,https://github.com/Jonnobrow/coffee-shop/pull/399
fairness toolkit,chore(deps): update dependency fluxcd/flux2 to v0.34.0,https://github.com/rafaribe/talos-cluster/pull/4
fairness toolkit,Adding Wordview,https://github.com/up-for-grabs/up-for-grabs.net/pull/4160
tensorflow fairness,Update tensorboard to 2.15.1,https://github.com/Shivamagrawal2014/tf_base/pull/3197
tensorflow fairness,Bump tensorflow from 1.13.2 to 2.11.1 in /group_agnostic_fairness,https://github.com/thexdesk/-GooGLeReSeaRCH/pull/57
tensorflow fairness,Bump tensorflow from 1.13.2 to 2.11.1 in /group_agnostic_fairness,https://github.com/google-research/google-research/pull/1557
tensorflow fairness,Bump tensorflow from 1.13.2 to 2.7.2 in /group_agnostic_fairness,https://github.com/google-research/google-research/pull/1148
tensorflow fairness,Bump tensorflow from 1.13.2 to 2.9.3 in /group_agnostic_fairness,https://github.com/sayedtenkanen/google-research/pull/90
tensorflow fairness,Bump tensorflow from 1.13.2 to 2.9.3 in /group_agnostic_fairness,https://github.com/cnxtech/google-research/pull/107
tensorflow fairness,Bump tensorflow from 1.13.2 to 2.9.3 in /group_agnostic_fairness,https://github.com/tedyang321/google-research/pull/11
tensorflow fairness,QuantumCogGen: Evolving AI system for advanced code generation and automated task execution.,https://github.com/Or4cl3AI/QuantumCogGen/pull/4
tensorflow fairness,Build an advanced AI system with evolving intelligence and genetic regeneration for code generation and task automation.,https://github.com/Or4cl3AI/QuantumCogGen/pull/3
tensorflow fairness,Bump tensorflow from 1.13.2 to 2.7.2 in /group_agnostic_fairness,https://github.com/ryfont/google-research/pull/43
ibm fairness,Bump python from 3.6.8-stretch to 3.7.11-stretch in /components/ibm-components/watson/manage/monitor_fairness,https://github.com/DavidSpek/kfp-tekton-backend/pull/821
ibm fairness,Bump python from 3.6.8-stretch to 3.7.9-stretch in /components/ibm-components/watson/manage/monitor_fairness,https://github.com/DavidSpek/kfp-tekton-backend/pull/22
ibm fairness,Add initial IBM Cloud Functions examples,https://github.com/nodejs/examples/pull/20
ibm fairness,Updated golang.org/x/net to v0.17.0,https://github.com/IBM/ibm-iam-operator/pull/707
ibm fairness,chore(deps): bump python from 3.6.8-stretch to 3.8.0b1-stretch in /components/ibm-components/watson/manage/monitor_fairness,https://github.com/DavidSpek/kfp-tekton/pull/1129
ibm fairness,chore(deps): bump python from 3.6.8-stretch to 3.7.10-stretch in /components/ibm-components/watson/manage/monitor_fairness,https://github.com/DavidSpek/kfp-tekton/pull/185
ibm fairness,chore(deps): bump python from 3.6.8-stretch to 3.7.9-stretch in /components/ibm-components/watson/manage/monitor_fairness,https://github.com/DavidSpek/kfp-tekton/pull/25
ibm fairness,Added ca cert for provider,https://github.com/IBM/ibm-iam-operator/pull/694
ibm fairness,feat(charts): update docker.io/grafana/promtail docker tag to v2.9.2,https://github.com/mmehta-10/kubernetes-ops/pull/151
ibm fairness,feat(charts): update docker.io/grafana/loki docker tag to v2.9.2,https://github.com/mmehta-10/kubernetes-ops/pull/150
microsoft fairness,Add UI test for output label name in counterfactual flyout,https://github.com/microsoft/responsible-ai-toolbox/pull/1358
microsoft fairness,Add no-console setting in .eslintrc.custom.eslintrc,https://github.com/microsoft/responsible-ai-toolbox/pull/1250
microsoft fairness,Display outlier in aggregate feature importance box chart,https://github.com/microsoft/responsible-ai-toolbox/pull/1365
microsoft fairness,[ImgBot] Optimize images,https://github.com/isabella232/fairness-indicators/pull/1
microsoft fairness,Download LawSchool dataset directly from SEAPHE,https://github.com/Trusted-AI/AIF360/pull/492
microsoft fairness,[ImgBot] Optimize images,https://github.com/isabella232/ai-explorables/pull/1
microsoft fairness,Updated install guide and fixing tutorials,https://github.com/NVIDIA/cuda-quantum/pull/860
microsoft fairness,[ImgBot] Optimize images,https://github.com/isabella232/ML-For-Beginners/pull/1
microsoft fairness,Bump the python-dependencies group with 17 updates,https://github.com/eliorerz/assisted-test-infra/pull/178
microsoft fairness,[ImgBot] Optimize images,https://github.com/isabella232/tensorboard/pull/1
import aequitas,Bump @babel/traverse from 7.20.12 to 7.23.2 in /src/aequitas/fairflow/plots/pareto/js,https://github.com/dssg/aequitas/pull/135
import aequitas,Dockerize application and add integration tests,https://github.com/internetstandards/Internet.nl/pull/890
import aequitas,Add python 3.11 to the CI,https://github.com/home-assistant/core/pull/88038
import aequitas,TCP KEEPALIVE support,https://github.com/aequitas/python-rflink/pull/58
import aequitas,Scheduled monthly dependency update for September,https://github.com/dssg/triage/pull/810
import aequitas,Allow whitelist updates for Tier-3 mirrors,https://github.com/alan-turing-institute/data-safe-haven/pull/580
import aequitas,Bias part 2,https://github.com/dssg/triage/pull/688
import aequitas,Cover component for RFlink,https://github.com/home-assistant/core/pull/8875
import aequitas,Add rflink cover support,https://github.com/home-assistant/core/pull/8474
import aequitas,Allow configuring DSMR5 protocol.,https://github.com/home-assistant/core/pull/7535
aequitas,All debugging aequitas,https://github.com/sakshiudeshi/Aequitas/pull/4
aequitas,Correcting merge of model perf & aequitas results,https://github.com/dssg/fairness_tutorial/pull/13
aequitas,Bump @babel/traverse from 7.20.12 to 7.23.2 in /src/aequitas/fairflow/plots/pareto/js,https://github.com/dssg/aequitas/pull/135
aequitas,Separated setups,https://github.com/dssg/aequitas/pull/109
aequitas,Bump postcss from 8.4.21 to 8.4.31 in /src/aequitas/fairflow/plots/pareto/js,https://github.com/dssg/aequitas/pull/134
aequitas,fix: Empty ID's shouldn't trigger a RetryableError,https://github.com/aequitas/terraform-provider-transip/pull/59
aequitas,Bump node-forge and webpack-dev-server in /src/aequitas/fairflow/plots/pareto/js,https://github.com/dssg/aequitas/pull/131
aequitas,[Snyk] Security upgrade tornado from 6.2 to 6.3.3,https://github.com/Seagen/opensource-great_expectations/pull/132
aequitas,Bump tough-cookie from 4.1.2 to 4.1.3 in /src/aequitas/fairflow/plots/pareto/js,https://github.com/dssg/aequitas/pull/132
aequitas,"Bump d3-color, @visx/axis, @visx/grid, @visx/scale and @visx/shape in /src/aequitas/fairflow/plots/pareto/js",https://github.com/dssg/aequitas/pull/130
import themis-ml,ThemisML Module,https://github.com/ls1intum/Athena/pull/30
import themis-ml,emacs-macport: build on LLVM 14,https://github.com/NixOS/nixpkgs/pull/252244
import themis-ml,emacs: update to 29.1,https://github.com/NixOS/nixpkgs/pull/247357
import themis-ml,"emacs: {28,29.1-rc1} -> 29.1",https://github.com/NixOS/nixpkgs/pull/246203
import themis-ml,Emacs deps info,https://github.com/NixOS/nixpkgs/pull/226870
import themis-ml,Xaw3d: use xorg.* packages directly instead of xlibsWrapper indirection,https://github.com/NixOS/nixpkgs/pull/204293
import themis-ml,emacs: Build emacs packages on Hydra,https://github.com/NixOS/nixpkgs/pull/188110
themis-ml,ThemisML Module,https://github.com/ls1intum/Athena/pull/30
themis-ml,Minor documentation improvements,https://github.com/ls1intum/Themis/pull/136
themis-ml,Docs by Evan,https://github.com/ls1intum/Themis/pull/123
themis-ml,Add feedback suggestions in app,https://github.com/ls1intum/Themis/pull/96
themis-ml,emacs-macport: build on LLVM 14,https://github.com/NixOS/nixpkgs/pull/252244
themis-ml,emacs: update to 29.1,https://github.com/NixOS/nixpkgs/pull/247357
themis-ml,"emacs: {28,29.1-rc1} -> 29.1",https://github.com/NixOS/nixpkgs/pull/246203
themis-ml,feat(route): add seccon,https://github.com/DIYgod/RSSHub/pull/11498
themis-ml,Emacs deps info,https://github.com/NixOS/nixpkgs/pull/226870
themis-ml,Xaw3d: use xorg.* packages directly instead of xlibsWrapper indirection,https://github.com/NixOS/nixpkgs/pull/204293
drivendataorg/deon,Create checklist_RO.yml,https://github.com/drivendataorg/deon/pull/122
drivendataorg/deon,Create examples_of_ethical_issues_RO.yml,https://github.com/drivendataorg/deon/pull/123
drivendataorg/deon,[WIP] Version 2,https://github.com/drivendata/cookiecutter-data-science/pull/246
drivendataorg/deon,Fix HTML appending for beautifulsoup4 >= 4.12.1,https://github.com/drivendataorg/deon/pull/163
drivendataorg/deon,Change failed build notify action to do threading,https://github.com/drivendataorg/deon/pull/164
drivendataorg/deon,Fix pattern for coverage 7,https://github.com/drivendataorg/deon/pull/160
drivendataorg/deon,Fix test failure,https://github.com/drivendataorg/deon/pull/159
drivendataorg/deon,Update Python versions,https://github.com/drivendataorg/deon/pull/157
drivendataorg/deon,link default checklist and examples above the fold,https://github.com/drivendataorg/deon/pull/151
drivendataorg/deon,Unpin all dev reqs,https://github.com/drivendataorg/deon/pull/152
fat-forensics,Background check,https://github.com/fat-forensics/fat-forensics/pull/31
fat-forensics,Python 3.8 bump and FAT Forensics overview update,https://github.com/fat-forensics/resources/pull/5
fat-forensics,sys/vfs: add file-system auto-mount,https://github.com/RIOT-OS/RIOT/pull/17341
fat-forensics,Target and Similarity calculation implementation and refactor,https://github.com/piotromashov/baycon/pull/1
fat-forensics,"Add FAT 32 Forensics (Desjardins) challenge + a small ""looking for interns"" text.",https://github.com/UnitedCTF/UnitedCTF-2021/pull/1
fat-forensics,[RFC] Stage 1 - Linux event model,https://github.com/elastic/ecs/pull/1684
fat-forensics,FAT Forensics reference,https://github.com/EthicalML/awesome-artificial-intelligence-guidelines/pull/6
fat-forensics,Client.get_dataset to always create Futures attached to itself,https://github.com/dask/distributed/pull/3729
fat-forensics,Surrogates,https://github.com/fat-forensics/fat-forensics/pull/29
fat-forensics,[READY][PAID CODE] economy PR,https://github.com/tgstation/tgstation/pull/40312
fairness_indicators,[ImgBot] Optimize images,https://github.com/isabella232/fairness-indicators/pull/1
fairness_indicators,[ImgBot] Optimize images,https://github.com/sarvex/tensorflow-fairness-indicators/pull/1
fairness_indicators,[ImgBot] Optimize images,https://github.com/classicvalues/fairness-indicators/pull/2
fairness_indicators,[ImgBot] Optimize images,https://github.com/Saiprasad16/fairness-indicators/pull/1
fairness_indicators,[ImgBot] Optimize images,https://github.com/nunofernandes-plight/fairness-indicators/pull/1
fairness_indicators,[ImgBot] Optimize images,https://github.com/vishalsingh17/vissl/pull/1
fairness_indicators,fix: Corrected Fairness Indicator's link,https://github.com/GoogleCloudPlatform/training-data-analyst/pull/1361
fairness_indicators,Add tensorflow_hub as a dependency because it's used inside fairness_indicators/example_model.py,https://github.com/tensorflow/fairness-indicators/pull/221
fairness_indicators,Documentation: Update links in README to guidance doc,https://github.com/tensorflow/fairness-indicators/pull/196
fairness_indicators,Updating fairness-indicators.md,https://github.com/tensorflow/tensorboard/pull/3727
"import WitWidget, WitConfigBuilder",Enable WIT usage as a jupyter extension,https://github.com/tensorflow/tensorboard/pull/1662
import fairlearn,Installed all functionalities of aif360,https://github.com/Trusted-AI/AIF360/pull/493
import fairlearn,fix indexing bug with DatFrames & null weights ,https://github.com/MiroDudik/fairlearn/pull/1
import fairlearn,"ENH add mitigation algorithm ""Mechanisms for Fair Classification"" by Zafar et al. ",https://github.com/fairlearn/fairlearn/pull/1043
import fairlearn,Fair,https://github.com/jsharpna/autogluon/pull/1
import fairlearn,Bump y18n from 4.0.0 to 4.0.1 in /fairlearn/widget/js,https://github.com/leijie-wang/fair_regression_revised/pull/14
import fairlearn,Bump node-fetch from 2.6.0 to 2.6.7 in /fairlearn/widget/js,https://github.com/leijie-wang/fair_regression_revised/pull/34
import fairlearn,ENH Add ranking metrics,https://github.com/fairlearn/fairlearn/pull/974
import fairlearn,FEAT Synthetic dataset creation,https://github.com/fairlearn/fairlearn/pull/907
import fairlearn,Bump node-fetch from 2.6.0 to 2.6.7 in /fairlearn/widget/js,https://github.com/acholonu/fairlearn/pull/13
import fairlearn,Adding Thresholder and RejectOptionClassifier ,https://github.com/fairlearn/fairlearn/pull/997
import aif360,Installed all functionalities of aif360,https://github.com/Trusted-AI/AIF360/pull/493
import aif360,Download LawSchool dataset directly from SEAPHE,https://github.com/Trusted-AI/AIF360/pull/492
import aif360,Add orange3-fairness,https://github.com/conda-forge/staged-recipes/pull/24166
